species,clonality,height,GF,lifespan,cotyledon,latitude,longitude,altitude,SR,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,aridity,NPP,bd,ph,soc,tn
Acacia_grandifolia,0,8,W,Perennial,Eudicot,-26.008375,151.432995,341,18.739125,19.5992499490579,12.681666692098,50.9111668113588,451.004373044604,31.4079999923706,6.4240002632141096,25.0540006160736,24.4560000101725,13.5743335088094,24.600666681925503,13.5743335088094,709,100,26,46.58029571005305,286,93,286,93,0.4262,695.2,1.29999995231628,6.09999990463257,23.9499998092651,1.79999995231628
Acacia_granitica,0,3,W,Perennial,Eudicot,-33.117543015,146.8167,264,17.6754166666667,16.6961667339007,11.9983333051205,43.0590736923334,585.92521263450794,29.6959991455078,1.79999995231628,28.020000576973,18.5680001576742,18.3866670926412,23.8480000495911,9.47800002495448,498,53,30,17.2408586914418,147,105,127,122,0.3693,379.9,1.10000002384186,6,32.7000007629395,2.29999995231628
Acacia_graniticola,0,3,W,Perennial,Eudicot,-30.7675,118.43222225,378,20.0428333333333,18.191000014543548,12.81550017992655,45.0192447663664,563.671539648858,31.3720006942749,3.46000003814697,28.12599992752075,12.09900019566215,22.0526663462321,25.1066665649414,11.4166663090388,317.5,44.5,12,44.3585163110558,126,41,48,125,0.20479999999999998,259.15,1.20000004768372,6.850000143051145,13.59999990463255,0.699999988079071
Acacia_grasbyi,0,4,W,Perennial,Eudicot,-27.0836,117.2907174,351,21.3073333333333,21.6735000560681,13.7788330515226,44.90067145037105,629.777881472167,36.2159996032715,5.127999782562255,31.0600001811981,15.904666344324749,21.68733342488605,29.1603331565857,13.603999932607,256,40,6,51.58087715063985,109,22,62,83,0.1351,116.3,1.29999995231628,7.40000009536743,12.1999998092651,0.5
Acacia_gregorii,0,1,W,Perennial,Eudicot,-22.4,114.18,37,22.1700833333333,24.6171662807465,12.8760414918264,50.2216724997393,456.99393820088,36.0687484741211,10.3800001144409,25.3479995727539,23.8722224235535,23.934374332428,30.0839999516805,18.4560001691182,274,55,1,78.7386656853464,127,7,112,86,0.1428,238.7,1.29999995231628,7.59999990463257,19,1.10000002384186
Acacia_grisea,0,0.4,W,Perennial,Eudicot,-33.6,120.1,204,18.26425,16.1434999306997,11.7200001478195,54.0092153721747,359.431960470004,26.5920009613037,4.89200019836426,21.7000007629395,12.8173334598541,20.8020005226135,20.8846669197083,11.9246667226156,381,48,17,34.2462667315969,138,57,63,133,0.3353,431.9,1.20000004768372,6.80000019073486,22.1000003814697,1.20000004768372
Acacia_guinetii,0,1,W,Perennial,Eudicot,-28.6,114.7,163,19.8181666666667,19.7103332082431,11.3513332605362,48.5182651092323,435.941288328077,30.7880001068115,7.39200019836426,23.3959999084473,14.5726665655772,23.1166671117147,25.2419999440511,14.5726665655772,471,98,5,86.3128552951497,264,22,36,264,0.3289,553.3,1.29999995231628,6.69999980926514,16.2999992370605,1.10000002384186
Acacia_gunnii,0,1,W,Perennial,Eudicot,-36.18,148.2332685,526.5,16.51533333333335,12.5478333084223,9.79900009805957,45.318491248149755,430.50504095071096,22.3840007781982,0.6980000138282776,21.85799950361255,12.0440001487732,13.6206663449605,17.702999989191653,7.10599998633067,812,89,46,17.227195174042,239,156,183,196,0.77565,1073.6,1,5.5,73.1999969482422,3.20000004768372
Acacia_guymeri,0,2.5,W,Perennial,Eudicot,-16.453055,144.83331665,465,20.1584166666667,23.941833337148,12.3596665859222,61.6564731584344,241.243811224191,33.434000015258746,13.5200004577637,19.9599990844727,25.7766663233439,21.4086667696635,26.5160001118978,20.618666648864753,912,219,5,107.664254957432,591,16,417,20,0.8313,622.5,1.39999997615814,6.30000019073486,12.1999998092651,1
Acacia_hadrophylla,0,0.5,W,Perennial,Eudicot,-32.8033,120.9166667,321,18.67125,16.260666658481,12.7146668831507,50.2793151333459,465.04416405455,28.4839992523193,2.74799990653992,25.5680003166199,11.4033335447311,21.5606670379639,21.9766667683919,10.6513334115346,342,39,15,32.6528800435604,113,52,56,110,0.2736,404,1.20000004768372,7,24,1.10000002384186
Acacia_hakeoides,0,4,W,Perennial,Eudicot,-33.28009,145.111,211,18.11141666666665,16.88050004839895,12.6283331314723,45.37600412202885,542.923983218736,29.7800006866455,1.90399992465973,28.0560007095337,12.9693337281545,21.02566663424175,23.3113331794739,10.12100007136665,416,49,23.5,22.7057812116128,131,81,97,113,0.3074,323.95,1.20000004768372,6.90000009536743,25.3999996185303,1.79999995231628
Acacia_halliana,0,2.5,W,Perennial,Eudicot,-34.092778,139.4333333,87,18.192375,16.65291662017505,12.4260002374649,47.80745429038545,480.0346769808455,28.88610553741455,2.53600001335144,26.477999210357652,12.8514443437258,21.8746668497721,22.410666624705,10.57300011316935,320.5,37,17,26.0212086214043,108,54.5,58,103,0.2328,336.6,1.20000004768372,7.69999980926514,24.899999618530252,1.5
Acacia_hamersleyensis,0,4,W,Perennial,Eudicot,-22.70799247,118.3166667,723,22.11925,23.0866664846738,14.4963334004084,45.9034323471315,591.200323970589,37.9599990844727,6.08799982070923,31.5479989051819,29.5019998550415,23.2939998308818,29.8626670837402,15.1793335278829,404,96,3,86.6072263006058,224,14,224,55,0.2034,61.1,1.29999995231628,7.5,12.449999809265151,0.800000011920929
Acacia_hamiltoniana,0,3,W,Perennial,Eudicot,-33.6333,150.27,727,16.7094166666667,12.5656667053699,9.05899977187316,42.9412561885081,433.553664338032,22.511999130249,0.836000025272369,21.727999150753,17.5440003077189,7.88799978295962,17.7253332138062,6.9513332148393,1034,119,56,21.3533757527672,314,194,269,210,1.016,1375.8,1,4.90000009536743,63.2999992370605,3
Acacia_hammondii,0,4,W,Perennial,Eudicot,-16.2992855,135.8011831,165.5,21.4874583333333,26.763250112533598,13.9023332595825,60.1070364130034,340.73569797326,37.3880004882812,14.202000141143799,23.2140016555786,29.1980002721151,22.8120004336039,30.3100001017253,21.8833335240682,850.5,220,1,114.593928607133,580,7,348,10,0.4422,240.39999999999998,1.39999997615814,6.40000009536743,10,0.699999988079071
Acacia_handonis,0,2,W,Perennial,Eudicot,-26.37171,150.7333,407,18.9445833333333,18.6481665770213,12.45783338944115,47.909616765913,494.48903869230446,31.13600063323975,5.1399998664856,25.9840004444122,24.2346671422323,12.07133324941,24.2346671422323,12.07133324941,646,90,23,44.3102301377311,261,87,261,87,0.4208,609.3,1.29999995231628,6,22.3999996185303,1.5
Acacia_harpophylla,1,25,W,Perennial,Eudicot,-29.03411489,147.5333,221,19.2925,20.1731665531794,13.3396667639414,46.6119229752159,573.370762014349,33.6240005493164,4.82399988174438,29.1879985332489,26.46466700236,13.8293333053589,26.7966661453247,12.5960001150767,540,84,23,36.9299750762757,221,76,221,80,0.3428,284.1,1.29999995231628,7,17.6000003814697,1.10000002384186
Acacia_harveyi,0,4,W,Perennial,Eudicot,-34.075,119.5,76,18.2239166666667,16.1935001214345,11.0819998582204,55.7352162354496,307.059924908654,25.568000793457,6.24399995803833,19.6240000724792,13.2946667671204,19.8126665751139,20.0659999847412,12.4519999821981,492,64,18,35.0809647503735,173,69,78,165,0.39035,744.8,1.10000002384186,6.5,37.4000015258789,1.60000002384186
Acacia_hastulata,0,2,W,Perennial,Eudicot,-34.90835,116.91668335,52,18.1226666666667,15.6257937749227,8.855666637420654,52.35675892155215,295.0314137345905,23.676625251769998,7.08644437789917,17.02400040626525,12.3023808797201,19.0093334515889,19.2759998639425,12.22633330027265,1035.5,174,23,61.4128258093033,472,75,86,472,0.94245,1968.4,1.10000002384186,6.19999980926514,57.0999984741211,2.70000004768372
Acacia_havilandiorum,0,3,W,Perennial,Eudicot,-31.762023720000002,145.77471955,288.5,18.6983333333333,17.22225002696115,12.21683347721895,43.28987562185675,595.7776192007884,30.80199909210205,1.90599995851517,28.7639982700348,20.6666666666667,16.496000289917,24.4893334706624,9.803333411614094,391,42.5,25,16.837266251757,111,83,101,97,0.2825,241.6,1.20000004768372,6.90000009536743,25.5,1.89999997615814
Acacia_helicophylla,0,4,W,Perennial,Eudicot,-14.190961165000001,132.437118,176,21.294,27.4751667976379,12.7520004908244,62.8968318663853,266.788967561998,36.9599990844727,16.6240005493164,20.3040008544922,28.8580001195272,23.722666422526,30.3486674626668,23.722666422526,1035,261,1,113.922508704218,684,7,312.5,7,0.5454,296,1.39999997615814,6.09999990463257,13.1500000953674,1.20000004768372
Acacia_helmsiana,0,2,W,Perennial,Eudicot,-26.5833,128.65,458,21.4764166666667,21.2101664543152,14.8020001451174,46.8990611260762,629.484160483406,36.431999206543,4.01599979400635,32.0279989242554,28.371333440144902,15.2113335132599,28.7459999720256,12.7433333794276,236,42,8,45.8709908891378,96,33,96,42,0.1294,118.5,1.34999996423721,7.59999990463257,11,0.400000005960464
Acacia_hemignosta,0,10,W,Perennial,Eudicot,-16.75,132.48732,205,21.715333333333348,26.7791667381922,14.063999692599001,60.36168883065575,339.816623991963,37.653999328613295,13.7040004730225,23.57399988174435,29.2006670633952,22.1656665802002,30.3159999847412,21.745666662852003,834.5,214,1,113.0068517490905,559,9,301.5,9,0.40445,228.9,1.39999997615814,6.59999990463257,10.3999996185303,0.699999988079071
Acacia_hemiteles,0,2,W,Perennial,Eudicot,-31.03333333,121.15,376,19.7540833333333,18.0103331903617,12.8359997669856,45.7266143798806,549.247943552823,31.076000213623,3.31599998474121,27.8200001716614,12.5540001392365,18.6913332939148,24.6413332621257,11.3760000864665,284,34,13,28.2953246145971,91,48,65,81,0.1856,279.3,1.20000004768372,7.5,21.7000007629395,0.800000011920929
Acacia_hemsleyi,0,7,W,Perennial,Eudicot,-17.197454999999998,137.290824,236.5,21.704666666666647,25.930666565895052,13.7443334261576,55.9156373112157,373.076590890312,37.10599899291995,13.039999961853,24.49800062179565,29.31861130396525,21.03699986139935,30.0656663576762,20.617999792099,777,205,1,112.4316108586155,533,10,348.5,11,0.3842,190,1.39999997615814,6.59999990463257,10.8000001907349,0.699999988079071
Acacia_heterochroa,0,1.5,W,Perennial,Eudicot,-33.5,120.1,255,18.187,16.0904999375343,11.71333332856495,53.218083685926,359.431960470004,26.3479995727539,4.30399990081787,21.7000007629395,12.4633332888285,20.3306668599447,20.628666559855148,11.5553333759308,375,48,17,34.2462667315969,138,57,63,133,0.32925,370.7,1.20000004768372,6.80000019073486,22.1000003814697,1.15000003576279
Acacia_heteroclita,0,4,W,Perennial,Eudicot,-34.1,119.3167,148,18.084625000000003,16.021333436171197,9.6866664091746,55.4157116624994,313.112414224787,24.7600002288818,5.371999979019165,17.9799997806549,12.9526669184367,19.3266666730245,19.61500024795535,12.10600010554,635,88,20,41.8878492499987,239,68.5,78,227,0.48514999999999997,835.5,1.10000002384186,6.19999980926514,53.9000015258789,2.29999995231628
Acacia_heteroneura,0,2.5,W,Perennial,Eudicot,-29.95,119.7167,394,20.2619166666667,19.0501667261124,13.0760000149409,45.2714279614591,583.804436587727,32.8520011901855,3.6159999370575,29.0360012054443,13.957333167394,20.0979998906453,26.281333287557,11.7820003032684,270,44,11,41.5493381253563,109,37,60,81,0.1572,202.1,1.20000004768372,7.149999856948855,14.8499999046326,0.600000023841858
Acacia_hexaneura,0,1.5,W,Perennial,Eudicot,-33.466667,136.716667,271,18.778,16.4276666243871,11.390500148137399,48.104528752803,435.384698504492,27.34800052642825,3.815999984741215,23.6560001373291,11.749333421389249,21.5639996528625,21.66066670417785,11.11166675885515,335,39.5,19,27.12185182258505,114.5,61,61,109.5,0.29545,299.5,1.20000004768372,7.69999980926514,25.899999618530252,1.20000004768372
Acacia_hilliana,0,1.5,W,Perennial,Eudicot,-20.25,130.65285,372,22.3999166666667,25.3524998823802,14.5486660798391,50.1534746247455,524.974800601066,38.5839996337891,9.48400020599365,29.0400004386902,30.4473333358765,19.0613334973653,30.7946666081746,18.0646670659383,398,100,2,100.922663889796,247,13,218,16,0.1947,91.1,1.39999997615814,7.19999980926514,8.89999961853027,0.5
Acacia_hippuroides,0,1,W,Perennial,Eudicot,-17,123.225139,40,22.3034166666667,27.0621669689814,12.6299997170766,60.1869507679788,285.028347671284,36.7480010986328,15.5719995498657,21.4119997024536,29.2000001271566,25.1819998423258,29.7493336995443,22.9153331120809,842,237,1,130.695191370247,620,8,358,19,0.3897,359.7,1.39999997615814,6.59999990463257,15.7999997138977,0.899999976158142
Acacia_hispidula,0,2,W,Perennial,Eudicot,-33.50881621,151.07,166,16.9150833333333,16.9326668779055,9.94266645113627,47.2783150268962,390.354334578379,26.8279991149902,6.06400012969971,20.9640007019043,21.306666692098,12.614666779836,21.5939998626709,11.6560000578562,1116,140,44,34.9212238958489,409,156,359,171,0.9592499999999999,1538.9,1.10000002384186,5.30000019073486,45.3000011444092,2.79999995231628
Acacia_hockingsii,0,3,W,Perennial,Eudicot,-25.1667,149.9761,314,19.3101666666667,20.0040000081062,12.4733337163925,48.7696782708531,483.053227989337,32.0320014953613,6.45599985122681,25.5760016441345,25.439333597819,13.5599998633067,25.439333597819,13.5599998633067,657,94,24,48.6812370262129,276,82,276,82,0.4142,583.45,1.29999995231628,5.90000009536743,30,2
Acacia_holosericea,0,8,W,Perennial,Eudicot,-16.24856458,133.11089,176,21.3938333333333,26.7264815966288,13.8293339411418,60.1297177494328,321.5394236432285,37.1599998474121,14.3599996566772,22.8679990768433,29.0166670481364,22.7607451279958,30.11133273442585,21.9653333028158,867,221,1,112.579132916913,579,8,346,9,0.4353,291.8,1.39999997615814,6.40000009536743,11.1000003814697,0.800000011920929
Acacia_holotricha,0,10,W,Perennial,Eudicot,-25.903375,151.42649999999998,321.5,18.92320833333335,19.448666602373102,12.6483334700267,50.5494363329604,453.593993805432,31.4400005340576,6.2039999961853,24.978000640869148,24.68266661961875,13.2893331845601,24.68266661961875,13.2893331845601,726.5,110.5,26,46.564523032969646,300.5,91,300.5,91,0.4396,743.25,1.29999995231628,6.049999952316285,26.7000007629395,1.89999997615814
Acacia_homaloclada,0,5,W,Perennial,Eudicot,-18.37008,146.25,222,19.709,23.1025000015895,7.64133373896281,51.297890614443,269.745435646106,30.568000793457,14.6000003814697,15.1666660308838,25.8773336410522,19.9666665395101,26.1520001093547,19.2526666323344,2969,657,52,76.2222868835104,1566,241,1273,305,1.3199,1298.4,1.10000002384186,5.30000019073486,76.4000015258789,4
Acacia_horridula,0,0.6,W,Perennial,Eudicot,-32.4,116,252,19.7920833333333,16.9985000093778,10.243000070254,47.3511457975063,420.3014608605645,27.1800003051758,5.5479998588562,21.6320004463196,12.4086668491364,22.065333366394,22.4439999262492,12.2286665439606,1150,225.5,17,80.6458584533234,615,59,66,537,0.7488,993.8499999999999,1.20000004768372,6.19999980926514,62.2999992370605,2.20000004768372
Acacia_howittii,0,9,W,Perennial,Eudicot,-38.425,146.69442220000002,315,15.45670833333335,12.3136496394873,7.839583352208135,45.3066205276299,359.765387069255,20.670000076293952,2.95600008964539,17.9800009727478,10.22888890902205,15.1770589351654,16.6300001144409,8.170273085435234,804.5,85.5,47,17.227195174042,241.5,159.5,171.5,238,0.9581,1400.45,0.899999976158142,5.59999990463257,92.1999969482422,3.79999995231628
Acacia_hubbardiana,0,2,W,Perennial,Eudicot,-26.58174,152.91769,43,18.31075,20.3085763851802,10.6243334611257,50.2665269815389,381.21705050547405,30.1119995117188,9.56799983978271,21.1360006332397,24.4319443702698,16.1595832506816,24.50847244262695,15.241666714350401,1459.5,221,44,48.3773715695503,565.5,172,540,198,1.1541000000000001,1634,1.20000004768372,5.40000009536743,39.8500003814697,2.40000009536743
Acacia_huegelii,0,0.4,W,Perennial,Eudicot,-32.372818335,115.9165,67,19.8361666666667,17.427249977986,11.4460000594457,49.7681304354274,427.861741720033,28.57800006866455,6.07200002670288,22.71200013160705,13.20466669400535,22.75266647338865,22.97566652297975,13.06299988428755,740.5,149,10,82.85713727783975,403,40,48.5,401,0.5526,776,1.20000004768372,6.19999980926514,52.3499984741211,1.89999997615814
Acacia_humifusa,0,3,W,Perennial,Eudicot,-14.32,134.017864,176,21.0115833333333,26.879166841507,12.4459993044535,62.592063159902,253.280416275086,35.7080001831055,16.4200000762939,19.5920000076294,28.281333287557,23.5773334503174,29.3073336283366,23.3400001525879,1107,272,2,112.266012519029,726,8,404,11,0.6534,403.2,1.39999997615814,6.09999990463257,16.6500005722046,1.20000004768372
Acacia_hyaloneura,0,2,W,Perennial,Eudicot,-18.92485,145.08225,380.5,20.92254166666665,23.06050012509025,13.2010000546773,54.56214395635,435.255889171065,34.8640022277832,10.3159999847412,24.9279985427856,27.6399993896484,18.9286664326986,27.9006665547689,17.9706665674845,616.5,156.5,8,93.0514610481729,392.5,30,332,36,0.3553,281,1.39999997615814,6.30000019073486,12.25,0.699999988079071
Acacia_hylonoma,0,15,W,Perennial,Eudicot,-16.986731665,145.8333,75,19.7119166666667,24.1621212164561,8.00530322392782,53.8583104084021,245.874791216673,30.9409084320068,15.7541666030884,14.8636360168457,26.6045452753703,20.9555557568868,26.8287878036499,20.7659091949463,2071,524,30,94.2478279215501,1328,98,1043,106,1.9439,1594,1.10000002384186,5.19999980926514,47.9000015258789,2.09999990463257
Acacia_hypermeces,0,NA,W,Perennial,Eudicot,-14.47316667,127.727625,73,21.7395833333333,28.03385297457375,13.55200000603995,62.86175028405375,265.102958272663,37.5240020751953,16.3959999084473,21.128002166748,29.6509806315104,24.3490200042725,30.8326670328776,24.3490200042725,1011,257,1,118.708839695127,694,9,238,9,0.5391,230.3,1.39999997615814,6.40000009536743,25.7999992370605,1.0000000000000009
Acacia_hystrix,0,1,W,Perennial,Eudicot,-32.56368183,120.75795959999999,359,18.787375,16.3571664690971,12.7413333058357,48.67101986610545,476.560000037659,28.7560005187988,2.687999963760375,26.17800021171565,11.4233332475026,22.1706668535868,22.2553331057231,10.570666829745,296,37,12,33.134968961794954,108,46,46,104,0.2607,384,1.20000004768372,7.09999990463257,25.8999996185303,1.10000002384186
Acacia_idiomorpha,0,1,W,Perennial,Eudicot,-27.75,114.25835000000001,28,20.62725,20.56649994850155,11.7773330211639,49.6480670586919,416.893811639194,32.215999603271456,8.89200019836426,23.5679988861084,16.704974492390953,23.57316660881045,26.0706663131714,15.557666460673051,378,86,3,89.2417363584687,225,17.5,33,214,0.2468,544.4,1.29999995231628,6.75,32.2999992370605,1.60000002384186
Acacia_imbricata,0,2,W,Perennial,Eudicot,-34.3667,135.937985,154,18.1373333333333,15.9888331691424,9.48999989032745,49.4248590961429,349.376035339896,25.0639991760254,5.73600006103516,19.3400001525879,11.6813333034515,20.2600000699361,20.2600000699361,11.6813333034515,462,72,12,54.6655795398081,200,46,47,200,0.4346,624.6,1.10000002384186,6.69999980926514,39.70000076293945,1.75
Acacia_imitans,0,1,W,Perennial,Eudicot,-29.5,117.3,448,20.508,19.6059999465942,12.6000003814697,43.592583954743,606.139089642765,33.3199996948242,4.41599988937378,28.9039998054504,13.5293335119883,22.1566665967305,27.1786661148071,12.3473335107168,324,49,13,47.0118210374175,133,40,58,128,0.1833,210.2,1.20000004768372,6.40000009536743,18.7000007629395,0.699999988079071
Acacia_imparilis,0,0.7,W,Perennial,Eudicot,-34.4,117.7,289,18.3665833333333,14.9643332262834,11.3360001047452,50.9170030903517,401.739726620561,25.6599998474121,3.23200011253357,22.5839998722076,11.4426666498184,19.9726665814718,20.0413331985474,10.4333334366481,448,68,15,49.7799267422727,184,50,54,181,0.4105,872.1,1.10000002384186,6.30000019073486,45.0999984741211,1.89999997615814
Acacia_implexa,1,15,W,Perennial,Eudicot,-32.82,150.9171795,329,17.2108333333333,16.0801665087541,10.5743335932493,46.9451064632482,417.963847621624,26.4639987945557,4.34800004959106,22.1039996147156,20.9846669832865,12.4019999504089,21.4453700383504,10.7499999205271,948,123,43,30.2112318077105,333,150,314,168,0.8201,1345.8,1.10000002384186,5.5,51.2000007629395,3
Acacia_improcera,0,0.4,W,Perennial,Eudicot,-32.85,120.65,283,18.57954166666665,16.5368334452311,12.90783329804735,50.68104280373865,446.528286376649,28.29399967193605,2.9179999828338596,25.3759996891022,11.8229999144872,21.789666811625153,21.789666811625153,10.8583332300186,307,38.5,13,31.587668145823148,111,48,48,108,0.29005000000000003,408.45,1.20000004768372,7.34999990463257,21.6000003814697,0.899999976158142
Acacia_inaequilatera,0,8,W,Perennial,Eudicot,-21.99859142,124.4333333,449,22.3403333333333,24.9453332424164,14.9189999103546,48.9827454561066,567.485084093321,38.7159996032715,8.22799968719482,30.6719994544983,30.6473331451416,22.2013333638509,30.9099998474121,17.0559997558594,353,79,2,88.8520205666081,194,13,189,36,0.17105,91.3,1.39999997615814,7.5,10.3000001907349,0.5
Acacia_inaequiloba,0,5,W,Perennial,Eudicot,-31.21666667,120.4913889,429,19.6930833333333,17.3510001997153,12.6893333395322,45.8164839808112,548.812504539407,30.423999786377,2.74000000953674,27.7519996166229,11.5546664794286,18.1993334293365,24.1273330052694,10.5626667737961,287,38,14,33.405218952159,101,46,59,90,0.1916,239.5,1.20000004768372,7.30000019073486,18.3999996185303,0.699999988079071
Acacia_inamabilis,0,1.3,W,Perennial,Eudicot,-32.177761110000006,121.7725,278,18.8871666666667,17.5636666715145,12.854666809241,50.0681259405874,476.488350213205,30.1440010070801,3.28600001335144,26.4880011081696,12.4380002419154,14.7066669464111,23.3946665128072,11.41566663980485,304,33,16,19.2967260529769,91,58,69,82,0.2027,298.4,1.20000004768372,7.5,29,1.39999997615814
Acacia_incanicarpa,0,2.5,W,Perennial,Eudicot,-34,122.2,42,17.7340833333333,16.4483334422112,9.38333316644033,54.7452317236983,280.945116186285,24.7000007629395,7.55999994277954,17.1400008201599,13.0166666507721,19.6866669654846,19.9300003051758,13.0166666507721,716,119,20,57.1063435173859,321,68,80,321,0.5514,332.2,1.20000004768372,6.19999980926514,43.4000015258789,2.40000009536743
Acacia_inceana,0,3,W,Perennial,Eudicot,-30.55,121.1183333,344,20.0208333333333,18.8626669943333,13.114667057991,45.1338463593201,580.156281134683,32.8440017700195,3.74399995803833,29.2039997577667,13.4360001087189,18.8020002841949,25.9446674982707,11.6380001703898,272,34,13,28.9763383128493,92,43,67,82,0.174,199.7,1.20000004768372,7.59999990463257,20.8999996185303,0.699999988079071
Acacia_incongesta,0,4,W,Perennial,Eudicot,-32.88333333,121.16444444999999,253,18.47041666666665,16.45325008034705,12.7319996754328,51.0341508022455,432.915331930169,28.2439994812012,3.25999999046326,24.9479994773865,12.0546667178472,21.7453330357869,21.7453330357869,11.0193334420522,302,37,13,30.1885128746909,105.5,48,48,101.5,0.2956,473.3,1.20000004768372,7,27.8999996185303,1.29999995231628
Acacia_incrassata,1,0.3,W,Perennial,Eudicot,-31.89972222,116,93,20.0769166666667,18.5571665366491,11.6016665299733,49.220432252488,437.482526967027,30.0279998779297,6.6879997253418,23.3400001525879,13.6433331171672,23.8980000813802,24.2799997329712,13.6433331171672,736,131,8,83.1660002993241,355,40,48,355,0.50545,563,1.20000004768372,6.30000019073486,48.95000076293945,1.8500000238418601
Acacia_incurva,0,0.4,W,Perennial,Eudicot,-33.637916665,116.40649490000001,158.5,19.111291666666652,15.72874994575975,10.40533328056335,50.04051319119745,380.554569979533,26.98600006103515,5.088000059127809,20.4359996318817,11.4156669775645,21.3473334312439,21.490666866302448,11.342000285784401,841,157.5,13.5,75.55118628832165,431,54,63.5,394,0.6979,1020.8,1.10000002384186,6,51.3499984741211,2.29999995231628
Acacia_ingramii,0,5,W,Perennial,Eudicot,-30.53333333,152.0333095,965,17.34508333333335,13.9291665951411,11.7780002405246,47.8187126267261,465.186087355862,25.423999786377,0.82600000500679,24.6079998016357,19.4680000940959,7.88466660181681,19.4680000940959,7.88466660181681,872,132.5,31.5,43.3818031559158,343,118,343,118,0.7072,963.5,1.10000002384186,5.69999980926514,43.1499996185303,3.29999995231628
Acacia_ingrata,0,0.5,W,Perennial,Eudicot,-33.65240837,120.200425,153,18.227083333333347,16.3518333435059,11.4823333422343,54.8743040627638,347.856183706119,26.0279998779297,5.17600011825562,21.0499999523163,13.1459999879201,20.41499996185305,20.51633334159855,12.2619999249776,396.5,52,16.5,36.8794298620397,148,58,65,142,0.358,619.15,1.10000002384186,6.5,31.7999992370605,1.29999995231628
Acacia_inophloia,0,3.5,W,Perennial,Eudicot,-32.4,118.3,317,19.2986666666667,17.1443334321181,12.8233336011569,47.5996049514482,516.102916966896,29.9200000762939,2.98000001907349,26.9400000572205,12.2693333625793,18.9700002670288,23.4460000991821,10.9973330895106,320,47,11,45.8321061639437,131,46,48,131,0.2318,362.7,1.20000004768372,6.59999990463257,13.3999996185303,0.699999988079071
Acacia_inops,0,1.1,W,Perennial,Eudicot,-34,115.1,102,18.8598333333333,16.7636668483416,8.80333352088928,49.7006717435664,335.389823715611,25.4039993286133,7.48400020599365,17.9199991226196,13.1199998855591,20.7393329938253,21.0286664962769,12.9726667404175,1053,211,15,81.5549715000318,573,46,54,510,0.92,1502.5,1.10000002384186,6.30000019073486,60.0999984741211,2.40000009536743
Acacia_insolita,0,1.2,W,Perennial,Eudicot,-33.36666667,116.2027778,233,19.2330833333333,15.8040000398954,11.9923335909843,50.2603750336928,441.245324343534,27.3959999084473,3.67599987983704,23.739999294281,10.6626668771108,21.2380003929138,21.4219999313354,10.6626668771108,784,143,12,74.4431471927123,399,49,56,399,0.6388,884.5,1.20000004768372,6.09999990463257,47.2000007629395,2
Acacia_intorta,0,3,W,Perennial,Eudicot,-24.14,119.0333,569,22.10975,23.3710002501806,14.939666668574,45.623409586543,638.509647934608,38.7000007629395,5.81599998474121,32.8639984130859,30.2553335825602,23.8806670506795,30.8393335342407,15.0880001386007,258,63,3,78.9444176653781,131,14,115,47,0.1298,46.6,1.39999997615814,7.69999980926514,10.8000001907349,0.5
Acacia_intricata,0,0.5,W,Perennial,Eudicot,-32.341683335,119.69988685000001,365,19.12675,16.994333356618903,12.6230002442996,47.35754123114875,491.6291131240505,29.973999977111852,2.668000102043155,26.2519999742508,11.391666789849602,20.58500003814695,23.387000083923297,10.7559999624888,335,48,13.5,40.8075573924514,135,50.5,54,132.5,0.22510000000000002,313.7,1.20000004768372,6.649999856948855,20.25,1.10000002384186
Acacia_irrorata,0,12,W,Perennial,Eudicot,-31.681506204999998,152.1205047,121,17.23925,17.2921667098999,9.65166668097178,47.6136965806685,383.487441368454,26.8250007629395,6.58400011062622,20.2479991912842,21.5626667340597,13.0393334229787,21.8193330764771,12.1713337103526,1170,153,43,38.8552190387298,434,152,391,185,0.98655,1679.2,1.10000002384186,5.40000009536743,52.2000007629395,3.09999990463257
Acacia_islana,0,4,W,Perennial,Eudicot,-25.17342,149.9928,314,19.3101666666667,20.0040000081062,12.4733337163925,48.7696782708531,483.053227989337,32.0320014953613,6.45599985122681,25.5160000324249,25.439333597819,13.5599998633067,25.439333597819,13.5599998633067,657,94,24,48.6812370262129,276,82,276,82,0.4124,592.6,1.29999995231628,5.90000009536743,29.1000003814697,1.89999997615814
Acacia_isoneura,0,3,W,Perennial,Eudicot,-29.6,116.2,310,20.1808333333333,19.5828335285187,13.4779997269313,46.4157796498062,570.73539170458,33.3240013122559,4.11599969863892,29.0599999427795,13.9326667785645,24.4246665636698,26.7766672770182,12.6946665445964,334,56,9,64.2837331113037,154,32,39,146,0.2014,267.5,1.20000004768372,6.09999990463257,11,0.699999988079071
Acacia_ixiophylla,0,4,W,Perennial,Eudicot,-28.2,150.0666667,353,18.5265,18.7381667196751,13.1596669753393,47.9452899078237,522.726000272537,31.931999206543,4.18400001525879,27.2960028648376,24.8793331782023,12.1213331222534,24.8946669896444,11.7786663373311,641,93,27,39.127437778416,245,99,245,99,0.4142,464.7,1.29999995231628,6.19999980926514,20.7999992370605,1.60000002384186
