species,clonality,height,GF,lifespan,cotyledon,latitude,longitude,altitude,SR,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,aridity,NPP,bd,ph,soc,tn
Diaspasis_filifolia,0,0.3,H,Perennial,Eudicot,-34.9536942,116.92071100000001,36,18.1505,15.7023550868034,8.86300003528595,52.6036153131987,296.965206413348,23.8239994049072,7.09090900421143,16.9200000762939,12.3226668834686,19.0093334515889,19.2826668421427,12.3226668834686,987,171,23,61.4128258093033,460,75,86,460,0.9165,1715.95,1.10000002384186,6.09999990463257,57.7999992370605,2.75
Dichapetalum_papuanum,0,10,W,Perennial,Eudicot,-17.3167,145.5297,597,19.3830833333333,21.6345002651215,9.11333346366882,53.3170164995213,279.240704850963,29.7999992370605,12.1239995956421,17.3039999008179,23.735333442688,20.7766669591268,24.5453329086304,17.747333685557,2250,480,38,75.0468272619555,1221,144,976,274,1.3728,1427.9499999999998,1.10000002384186,5.19999980926514,52.7999992370605,3
Dichopogon_capillipes,1,1,H,Perennial,Monocot,-32.32964,116.0361111,202,19.931458333333353,17.49204407135645,11.1811671257019,48.862806879920655,420.73444252984996,28.45600032806395,5.46399998664856,22.43200027942655,13.0016666253408,22.6040001710256,22.86433347066245,12.18066668510435,724,147,10,82.37675392074425,395.5,42,50,362,0.5588,856.3,1.20000004768372,6.19999980926514,49,1.89999997615814
Dichopogon_fimbriatus,1,0.7,H,Perennial,Monocot,-33.86346339,148.8519267,331,17.4625,16.355000068744,12.0386668046316,44.7188424112817,544.29706816487,28.992000579834,1.43599998950958,27.2600008249283,12.9680000543594,15.2660002708435,22.7506669362386,9.3193331360817009,687,76,35,17.8677008117138,215,123,179,138,0.4672,558.2,1.10000002384186,6.09999990463257,34.5,2.40000009536743
Dichopogon_preissii,1,0.5,H,Perennial,Monocot,-32.07424569,116.1260185,215,19.8994583333333,17.9311666786671,12.182999988397,49.170543287350256,459.71899841035804,29.13800048828125,4.371999979019165,24.3919997215271,12.679666678110749,23.098666826884,23.6493333180745,12.055666605631501,589.5,110.5,10,77.4101329618249,305.5,41,48.5,305.5,0.44594999999999996,694.5,1.20000004768372,6.19999980926514,37,1.60000002384186
Dichopogon_tyleri,1,0.6,H,Perennial,Monocot,-24.99847222,113.4,16,21.76625,22.14689803123475,10.5316665172577,48.0021272501487,401.873872069509,33.2299995422363,11.464502334594751,21.9399995803833,18.596590757370002,23.5583330790202,27.0544072786967,17.477045218149797,254.5,63.5,1,95.4751521738628,155.5,10,38.5,140,0.15275,264.70000000000005,1.20000004768372,7.30000019073486,31.2000007629395,1.79999995231628
Dichrostachys_spicata,0,3,W,Perennial,Eudicot,-17.96666667,130.9100493,210,22.251,26.7789999643962,14.2263334592183,56.425105007374,405.374488798642,38.8120002746582,12.7399997711182,25.8200006484985,30.2739998499552,22.6479997634888,31.1726668675741,21.2653334935506,584,152,1,112.124599315371,370,9,260,11,0.26195,138.39999999999998,1.39999997615814,6.90000009536743,8.69999980926514,0.600000023841858
Dimocarpus_australianus,0,NA,W,Perennial,Eudicot,-15.7833,145.2333,250,19.6576666666667,24.0829999446869,7.69000005722046,52.4208450309416,209.857843039879,31.1199989318848,15.9720001220703,14.1599998474121,26.2199999491374,21.60733350118,26.5826663970947,20.8846667607625,1826,428,14,100.840828980576,1159,56,927,77,1.2286,1283.8,1.20000004768372,5.5,40.2999992370605,1.79999995231628
Dioscorea_bulbifera,1,3.8,H,Perennial,Monocot,-14.51525261,135.3167,70,20.63275,26.8636903762817,10.817999680837,61.512912498759,222.217705793024,34.2159996032715,16.9799995422363,17.4600009918213,28.0813334782918,23.9186668395996,28.8993330001831,23.6111110051473,1378,325,2,110.999785821246,889,10,484,13,0.7628,563.5,1.29999995231628,6,21.8999996185303,1.5
Dioscorea_hastifolia,1,NA,H,Perennial,Monocot,-30.080963394999998,116.0160434,139,20.0988333333333,19.8276666402817,11.8568179607391,49.08339326114,436.72521897062495,31.5579996109009,5.956000089645385,23.6363620758057,14.1053333282471,23.3633331457774,25.5733331044515,13.085333426793401,436,86,9,82.1263454831796,231.5,35,46,226,0.31245,733.6,1.20000004768372,6.30000019073486,32.2999992370605,1.70000004768372
Dioscorea_transversa,1,4,H,Perennial,Monocot,-29.943167735,152.19669075000002,186,17.5504166666667,17.9420001308123,9.65833334128062,48.1166085746641,375.93042368062,27.431999206543,7.48000001907349,19.8479990959167,22.0693333943685,13.7319997151693,22.3246669769287,12.9966669082642,1322,200,40,46.2634062050162,534,150,475,182,1.0341,1647.1,1.10000002384186,5.40000009536743,49.5,3.29999995231628
Diplarrena_latifolia,0,0.9,H,Perennial,Monocot,-42.129278035,146.1392419,680,13.80325,8.418416724850736,8.19966664537787,48.750392044126,317.944777897674,16.079999923706048,-0.8260000050067899,17.05199967697265,4.90199999635418,12.11133325099945,12.1126666069031,4.50333338479201,1882,212,84,25.158286398054898,611,291,298,595.5,2.3573,1635.1,0.800000011920929,5.09999990463257,231.699996948242,7.40000009536743
Diplarrena_moraea,0,0.7,H,Perennial,Monocot,-41.797879955,147.35348299999998,259,14.1241666666667,11.2553333044052,8.319499948993325,48.2139086367724,325.945381944701,19.1319999694824,2.40000009536743,17.464000284671798,8.39200015862783,14.3641025225321,14.9326667785645,7.39866679906845,892,97,44,19.1325348740733,269,167,174,256,1.0628,1733.35,0.899999976158142,5.40000009536743,103,3.59999990463257
Diplatia_furcata,0,NA,W,Perennial,Eudicot,-15.10681,144.4073,41,20.1093333333333,25.9569444656372,8.864515900611881,55.20616122084005,198.226863187423,32.3539981842041,17.6359996795654,16.023998260498,27.4954544703166,23.3810609181722,27.80539147059125,23.0121212005615,1501,329.5,9.5,103.778473290162,892.5,42,647,58.5,1.0887,882,1.20000004768372,5.80000019073486,24.2999992370605,1.29999995231628
Diplatia_grandibractea,0,NA,W,Perennial,Eudicot,-25.6167,138.366667,162,21.485,23.0866664846738,14.2153333028158,46.4965498842004,604.239549670163,37.4599990844727,5.98400020599365,30.6479983329773,29.3799997965495,17.4339998563131,30.0806668599447,14.8580003579458,316,57,5,53.650220350454,140,21,140,27,0.1718,87.8,1.39999997615814,7.40000009536743,12.1500000953674,0.400000005960464
Diplatia_tomentosa,0,NA,W,Perennial,Eudicot,-15.76097,145.33805,55,19.7560833333333,25.0541667143504,7.76633358001709,54.0191183897387,226.339023730814,31.1444454193115,17.7000007629395,14.5520000457764,27.2388887405396,22.5388889312744,27.4388888676961,21.8611110051473,1619,419,11,104.764891022822,1063,43,915,63,1.346,942.2,1.20000004768372,5.549999952316285,27.1000003814697,1.60000002384186
Diploglottis_bracteata,0,10,W,Perennial,Eudicot,-17.3568,145.7333,640,19.31075,21.2356664339701,9.30733323097229,52.6441065778458,279.625549095362,29.3479995727539,11.7799997329712,17.5679998397827,23.0086663564046,20.195333480835,24.3339996337891,17.2966666221619,3075,573,46,72.2557167483155,1519,192,1013,525,1.7796,1540.4,1.10000002384186,5.09999990463257,56.2000007629395,3.20000004768372
Diploglottis_campbellii,0,20,W,Perennial,Eudicot,-28.4,153.3,222,17.7065,18.7666666507721,9.10133282343546,48.6806417156235,351.096241443391,27.496000289917,8.80000019073486,18.6960000991821,22.5573333104451,14.8373333613078,22.7180000940959,14.0086666742961,1805,263,50,48.3386152161462,729,184,677,228,1.562,1812.5,1.10000002384186,5,63.5,4.90000009536743
Diploglottis_diphyllostegia,0,30,W,Perennial,Eudicot,-17.22346,145.60941,438,19.6535,22.9368334213893,8.93333355585734,53.3740049841796,274.073392200402,30.73799991607665,13.5799999237061,16.78694677352905,24.9320001602173,19.8686669667562,25.4673334757487,19.0953335762024,1883,410,28,91.4419449066474,1115.5,100,891.5,109.5,1.3933,1330.9,1.20000004768372,5.5,42.649999618530245,1.89999997615814
Diploglottis_harpullioides,0,8,W,Perennial,Eudicot,-17.1833,145.8667,343,19.4795833333333,23.4663332303365,7.95433338483175,52.1992999568866,261.652970795932,30.1599998474121,14.9320001602173,15.3760004043579,25.6480000813802,21.1146672566732,25.9526666005452,20.0406668980916,2708,510,41,81.8539632149317,1401,155,1126,198,2.3224,1368.8,1.10000002384186,5.40000009536743,48.0999984741211,2.70000004768372
Diploglottis_macrantha,0,4,W,Perennial,Eudicot,-12.749245,143.2511,133,19.4875833333333,25.5720834334691,8.396167039871216,59.33190418534805,175.726478343877,32.24600028991695,17.97000026702885,14.116001129150401,27.0523336728414,23.9510970115662,27.55633385976155,23.153666973114,1861,398.5,11.5,99.4031365428706,1152,47.5,694,77.5,1.17895,982.2,1.20000004768372,5.40000009536743,33.5999984741211,1.60000002384186
Diploglottis_pedleyi,0,9,W,Perennial,Eudicot,-17.5167,145.8333,296,19.4344583333333,22.806166768074,9.350666761398315,53.03730347368915,293.9987953574175,30.6439990997314,13.375999927520748,17.690000534057653,24.5633331934611,21.5406665802002,25.7973333994548,18.8303333918254,3744,688.5,101.5,62.66630513291385,1752,371,1121,634,2.2590500000000002,1552.6999999999998,1.10000002384186,5.19999980926514,61.7000007629395,3.5
Diploglottis_smithii,0,15,W,Perennial,Eudicot,-17.3534,145.6714,356,19.4625,22.3455000718435,9.38566660881042,52.9431172929933,279.625549095362,30.6439990997314,13.0640001296997,17.6799993515015,24.2260001500448,21.1146672566732,25.6206665039062,18.3373332023621,3163,577,80,69.2795625531869,1408,284,994,412,1.8285,1508.0500000000002,1.10000002384186,5.09999990463257,56.2000007629395,3
Diplopeltis_eriocarpa,1,0.7,W,Perennial,Eudicot,-21.776527780000002,115.2,31,22.2530833333333,25.5508335034053,13.666667064031,50.5450417831049,453.969897426757,38.0839996337891,10.8839998245239,26.8760013580322,31.240000406901,24.7319997151693,31.2793334325155,19.1746665636698,281,66,1,86.3448144679411,140,4,135,66,0.139,185.45,1.29999995231628,7.69999980926514,15.1999998092651,0.699999988079071
Diplopeltis_huegelii,1,1,W,Perennial,Eudicot,-30.15,115.2166667,93,20.075791666666703,19.49549993872645,11.695333401362099,49.1169066274748,442.733434510597,31.13599967956545,6.82800006866455,23.86800050735475,14.7903332710266,23.33833328882855,25.46233320236205,14.265873114268,527,112.5,7,83.0110293976755,296.5,31,41,291,0.35214999999999996,611.9,1.20000004768372,6.40000009536743,25.1000003814697,1.39999997615814
Diplopeltis_intermedia,1,0.6,W,Perennial,Eudicot,-24.67361111,114.0667,55,22.03425,22.5799997250239,12.1163337230682,49.6168458348441,432.787397104675,33.8166656494141,9.10000038146973,24.0840015411377,18.5681818326314,23.5733334223429,27.5383332570394,17.2717946370443,273,61,2,82.8688741530029,145,10,47,128,0.1514,256.2,1.29999995231628,7.30000019073486,22.2000007629395,1.39999997615814
Diplopeltis_petiolaris,1,1.5,W,Perennial,Eudicot,-27.8,114.3833,79,20.5744166666667,20.4641665617625,11.3021932442983,49.1174904978055,418.591420624448,32.021053314209,8.74444484710693,23.1913051605225,16.6733333269755,23.3448716799418,25.8961537679036,15.4966662724813,382,85,3,88.8824696809715,228,18,33,216,0.25985,462,1.29999995231628,6.69999980926514,21.1000003814697,1.79999995231628
Diplopeltis_stuartii,0,0.4,H,Perennial,Eudicot,-22.96666667,124.716944,482,22.2195833333333,24.0163334608078,14.9110005696615,46.9666151178018,603.705053294893,38.6160011291504,7.05999994277954,31.7440004348755,30.2160002390544,19.0006664594014,30.5380001068115,15.8760001659393,313,67,4,75.7337187240094,163,18,159,38,0.1467,87,1.39999997615814,7.5,9.89999961853027,0.400000005960464
Diselma_archeri,0,6,W,Perennial,NA,-42.54928865,146.453359,988,13.4584166666667,6.62833330531915,7.3726665553016,45.7353304716943,316.536321266155,13.92799949646,-2.46399998664856,15.9360002279282,2.9993333419164,10.5499999523163,10.5499999523163,2.74266666173935,1704,189,88,22.7338283167551,540,296,296,506,2.4512,972.5,0.800000011920929,5.09999990463257,269.899993896484,9.80000019073486
Distichostemon_hispidulus,0,2,W,Perennial,Eudicot,-14.31525324,132.5333,135,21.363,27.1198333501816,13.0423334439596,61.574806997501454,267.796312344508,36.40399932861325,16.0400009155273,20.3040008544922,28.72733386357625,23.5987499554952,30.01758352915445,23.20866656303405,1018,250,1,112.95634226880699,683,7,365.5,8,0.5315,330.7,1.39999997615814,6.25,14.1999998092651,1.10000002384186
Dodonaea_adenophora,0,2.5,W,Perennial,Eudicot,-30.66666667,120.15,355,20.0308333333333,18.4528333246708,13.0026664932569,45.617079464672,565.375190365161,31.7119998931885,3.65599989891052,28.3039999008179,13.4173336823781,19.9480001131694,25.2419999440511,11.5986667076747,284,38,11,37.5607910344866,98,39,63,84,0.1791,245.7,1.20000004768372,7.30000019073486,16.1000003814697,0.800000011920929
Dodonaea_amblyophylla,0,2,W,Perennial,Eudicot,-32.24210879,120.5098611,329,19.114083333333348,16.7388334174951,12.6266667246819,50.694072708756195,439.698914335911,28.5960006713867,3.064000010490415,25.26999998092655,11.9273333946864,20.2086666425069,21.5946667989095,10.9463333288829,293.5,38,14.5,32.0551166512141,109,48,58,100.5,0.2449,332.20000000000005,1.20000004768372,7.19999980926514,21.1000003814697,1
Dodonaea_aptera,0,3.5,W,Perennial,Eudicot,-32.01666667,114.9944444,46,19.9226666666667,18.4653332034747,9.12266659736633,48.748114749417,358.230854749004,27.423999786377,8.69999980926514,19.3719997406006,14.6659999688466,22.6348485946655,23.0227273305257,13.9222224553426,731,149,9,85.5386638034243,401,34,46,372,0.31884999999999997,1878.1,1.10000002384186,6.40000009536743,56.649999618530245,1.9499999880790702
Dodonaea_baueri,0,1,W,Perennial,Eudicot,-32.828333,138,247,19.1856666666667,16.6574999292692,11.617666721344,46.6341162838033,472.532501227503,28.2840003967285,3.42400002479553,25.0120000839233,11.8406668106715,21.1440002123515,22.3879998524984,10.9813334941864,358,44,16,33.8883002364657,126,57,63,126,0.2786,288.2,1.20000004768372,7.40000009536743,32.7999992370605,1.70000004768372
Dodonaea_boroniifolia,0,2,W,Perennial,Eudicot,-32.16,146.7923227,287,17.874708333333352,17.15583340326945,12.346333488821951,43.9253266158448,556.6695333786774,30.2580003738403,2.10800004005432,27.9119998812675,20.91633319854735,14.3153331279755,24.1233337720235,9.83899986743927,587,77.5,29,25.5893374534964,218,99.5,174,112.5,0.3693,384.25,1.20000004768372,6.19999980926514,28.3999996185303,2.09999990463257
Dodonaea_bursariifolia,0,1.5,W,Perennial,Eudicot,-33.61407,136.64427,91.5,18.6476666666667,16.7536667386691,12.6993330717087,48.9128830123005,470.029636360306,29.003999710083,2.78799986839294,26.2760004997253,12.1786665121714,21.9906663894653,22.4133335749308,10.8599998553594,318,39,14,33.2947972010369,111,51,54,106,0.2366,346.7,1.20000004768372,7.69999980926514,24.2000007629395,1.29999995231628
Dodonaea_caespitosa,0,0.5,W,Perennial,Eudicot,-33.455633840000004,120.08477795,198.5,18.24495833333335,16.3931665619214,12.1348333458106,53.6393203013469,387.404679494014,26.77400016784665,3.564000010490415,23.1400008201599,11.9593331019084,20.7479999860128,20.9326667785645,11.22566666205725,406,51,16,38.373345874209,145.5,60,67,140.5,0.3447,505.8,1.20000004768372,6.549999952316285,27.8999996185303,1.39999997615814
Dodonaea_camfieldii,0,1,W,Perennial,Eudicot,-34.00835,150.96772135,129,16.76508333333335,16.950333237648,8.826999684174854,45.310895638569306,385.487021651468,26.280091285705552,6.24399995803833,19.4320001602173,21.33036120732625,12.63966647783915,21.5180559158325,11.6479999224345,1105,133,55,25.4502706962374,372.5,194,325.5,232,1.0187,1509.85,1.10000002384186,5.19999980926514,47.6999988555908,2.70000004768372
Dodonaea_ceratocarpa,0,2.5,W,Perennial,Eudicot,-33.93,117.8775278,80,18.1999166666667,16.1550000508626,9.85033325354258,52.3583812681015,314.853646561037,24.9839992523193,6.16400003433228,18.3416666984558,12.4791663487752,19.4733333587646,20.2166665395101,12.3280002276103,775,129,19,56.6531843638119,345,68,78,335,0.5948,981.8,1.10000002384186,6.30000019073486,55.0499992370605,2.29999995231628
Dodonaea_concinna,0,1.5,W,Perennial,Eudicot,-33.6,120.1174167,170,18.225583333333347,16.3584999839465,11.7106667757034,54.1330099548496,355.927979694709,26.3599987030029,4.75600004196167,21.6700005531311,12.8373332818349,20.42399986584985,20.64433320363365,11.8986663818359,386,48,17,33.5214235758131,138,59,66,133,0.3436,584.7,1.20000004768372,6.69999980926514,26.75,1.20000004768372
Dodonaea_coriacea,0,1.5,W,Perennial,Eudicot,-20.53333333,130.25,342,22.4108333333333,25.6318332354228,14.9566669464111,50.6399507163464,526.500609954206,38.9879989624023,9.62400054931641,29.6079988479614,30.6086670557658,19.8339999516805,31.0373331705729,18.2913331985474,394,102,2,100.829465230213,251,12,211,15,0.19290000000000002,88.4,1.39999997615814,7.40000009536743,8.60000038146973,0.5
Dodonaea_divaricata,0,0.5,W,Perennial,Eudicot,-30.4,116.666667,314,20.12475,19.0266666412354,13.0166670481364,45.9952896127468,556.909241282601,32.3959999084473,4.01599979400635,28.3000001907349,13.5213334560394,24.0106663703918,25.9479996363322,12.4119999408722,343,54,11,55.4399611747095,154,37,41,151,0.2244,304.8,1.20000004768372,6.59999990463257,13,0.600000023841858
Dodonaea_ericoides,0,0.8,W,Perennial,Eudicot,-29.88333333,115.09166665000001,161,19.8744166666667,19.573499917984,11.4723333120346,48.6610691896482,439.973769908124,30.8799991607666,7.30399990081787,23.5759992599487,14.4179999430974,22.986333449681602,25.2859999338786,14.3306666612625,463,96,7,84.2229155319113,261,29,37.5,261,0.3276,562.2,1.25,6.59999990463257,15.94999980926515,1.20000004768372
Dodonaea_falcata,0,2,W,Perennial,Eudicot,-30.6353,150.95,294.5,17.8054166666667,17.1554167966048,11.9316667219003,46.66940100544605,468.9055547139685,27.6259994506836,3.51999998092651,24.8439998626709,21.7251667181651,11.49199990431465,21.8839998245239,10.4266665776571,843.5,111,38,33.7734867925042,312,133.5,299,137,0.5985,765.7,1.20000004768372,5.80000019073486,39.0999984741211,2.5
Dodonaea_filifolia,0,5,W,Perennial,Eudicot,-23.94478,147.83805,404.5,20.065875,20.688499669234,12.6953335603078,49.49443433501925,464.904775213155,32.6759986877441,6.58799982070923,25.4179995059967,25.9586664835612,14.4849999745687,25.9586664835612,13.7836666107178,642,100,20,53.0749034671937,283.5,67,283.5,69.5,0.4012,401.6,1.29999995231628,6.19999980926514,20.2000007629395,1.29999995231628
Dodonaea_filiformis,0,2,W,Perennial,Eudicot,-42.1333,147.63435755,452,14.0364166666667,10.1445000196497,8.79366667568684,48.7681011032186,330.019476683792,18.7439994812012,0.555999994277954,18.0199995338917,7.29166659961144,13.7060000101725,14.1753336588542,5.99933343132337,780.5,83,40,16.6766501611743,234,159,170,223,0.865,1675,0.899999976158142,5.69999980926514,104.099998474121,3.5
Dodonaea_glandulosa,0,0.6,W,Perennial,Eudicot,-32.98611111,120.2586,316,18.6374166666667,15.9013333121936,12.4826668103536,50.783088836808,432.73487820794,27.1639995574951,2.70000004768372,24.467999458313,11.5793333848317,20.372000058492,20.9326666196187,10.6913332939148,312,43,12,40.7441627814253,124,44,44,122,0.2895,532.8,1.20000004768372,7.09999990463257,21.8999996185303,0.899999976158142
Dodonaea_hackettiana,0,4.5,W,Perennial,Eudicot,-32.05,115.8,33,20.1208333333333,18.510499914487198,9.763666709264125,47.8317165878688,392.556958387247,28.76200008392335,8.354000091552734,20.4079999923706,14.10000006357825,23.2979998588562,23.7116665840149,14.10000006357825,771.5,163.5,7.5,87.26319456519414,433,36,43.5,433,0.603,3624.1,1.20000004768372,6.30000019073486,30.6000003814697,1.70000004768372
Dodonaea_heteromorpha,0,3,W,Perennial,Eudicot,-30.9136,148.82,309,18.24325,17.5306668430567,12.9706665674845,45.9174962663087,579.584933249871,31.1520004272461,2.12400007247925,28.7480010986328,24.1040000915527,11.7060001691182,24.4866660435994,10.1139999230703,641,88,31,34.2947101590616,223,108,214,118,0.4175,444.5,1.29999995231628,6.09999990463257,25.6000003814697,2
Dodonaea_hexandra,0,0.6,W,Perennial,Eudicot,-33.69979,136.18167449999999,82,18.6176666666667,16.5709999998411,12.2426666816076,49.8518399604629,427.716817735857,27.8159999847412,3.74000000953674,24.1600003242493,11.7680000464121,21.5873335202535,21.89333375295,11.4439999262492,355,50,13,41.1221452652432,141,48,50,140,0.2885,400.5,1.10000002384186,7.5,32.7000007629395,1.5
Dodonaea_hirsuta,0,1.5,W,Perennial,Eudicot,-29.21754883,151.9633,923,17.726,14.7005000760158,11.1430000166098,46.7800172275608,463.941513481685,26.3920001983643,1.7039999961853,23.8199998140335,19.6979999542236,11.1759999195735,20.074666817983,8.4473332564036,891,116,39,35.2125967593472,333,136,333,138,0.742,812.4,1.10000002384186,5.69999980926514,47.7999992370605,2.90000009536743
Dodonaea_humifusa,0,1,W,Perennial,Eudicot,-34.058333165,117.6019648,320,18.5419166666667,15.55400008459885,11.7006665666898,49.643746369168,435.7629944248195,27.0020008087158,3.043999910354615,23.97200083732605,10.662999828656499,21.0306666692098,21.0886669158936,10.4653333425522,489,72,13,52.5609096757156,198,49.5,52,191.5,0.3663,660.4,1.10000002384186,6.30000019073486,40,1.70000004768372
Dodonaea_humilis,0,1,W,Perennial,Eudicot,-35.24243,136.89289,45,17.86825,15.8669999639193,8.16041656335195,48.9252379409123,303.162419717953,23.7916660308838,7.076461315155029,16.5349998474121,12.13344438870745,19.6699997584025,19.744333426157603,12.12566701571145,466,79,11,59.5990248969575,217,44,46,217,0.4772,897.2,1.10000002384186,6.80000019073486,63.5,2.40000009536743
Dodonaea_inaequifolia,0,5,W,Perennial,Eudicot,-29.13662942,116.9033021,335,20.52675,20.1126668055852,13.1986671288808,44.9967604363107,589.856357231703,33.7480010986328,4.36800003051758,29.0480008125305,14.1053333282471,22.8573331832886,27.2380002339681,12.900666475296,311,48,10,50.2905221326957,132,34,49,124,0.18485000000000001,236.7,1.20000004768372,6.80000019073486,14.1500000953674,0.699999988079071
Dodonaea_intricata,0,1,W,Perennial,Eudicot,-32.5333,135.76747699999999,229,19.4775833333333,17.3988333791494,13.0413333574931,48.0302819165846,517.6834012629436,30.234000205993652,3.0279999971389753,27.3019993305206,12.0193332433701,22.65533320109045,23.750999927520752,11.15999964873,276,34,12,35.4608361830291,97.5,42.5,45,93.5,0.1933,212.1,1.20000004768372,8,24.8999996185303,1
Dodonaea_lanceolata,0,3,W,Perennial,Eudicot,-19.0167,139.55,280,21.5081666666667,24.0651667515437,13.004000266393,52.6750836521707,366.089171106069,35.2200012207031,11.6000003814697,23.774998664856,27.9046669006348,19.853999932607,28.514666557312,18.5319999059041,815,184,5,99.7700063209623,487,21,354,37,0.40625,325.5,1.39999997615814,6.5,14.3499999046326,1
Dodonaea_larreoides,0,4,W,Perennial,Eudicot,-30.8239,116.4833333,293,20.0371666666667,18.5010001460711,12.9809997280439,46.4615910332682,548.11924098503,31.6879997253418,3.93600010871887,28.1359996795654,12.9980001449585,23.271333694458,25.2066666285197,12.1186666091283,353,60,10,59.5630264806059,167,37,42,167,0.2238,378.2,1.20000004768372,6.30000019073486,13,0.699999988079071
Dodonaea_lobulata,0,3,W,Perennial,Eudicot,-31.18616,138.56377,380,19.7635,17.7684165487687,12.4643334746361,44.09511198595135,584.449451589478,31.0160007476807,3,28.1980001926422,18.2846666971842,17.6179999510447,24.7793334325155,10.80366671085355,275,33,15,21.4756505138929,88,52,71,75,0.1813,168.7,1.20000004768372,7.80000019073486,26.8999996185303,0.899999976158142
Dodonaea_macrossanii,0,0.3,W,Perennial,Eudicot,-27.32342,150.70329,341,18.8073333333333,18.8053333262603,13.0379999876022,48.0865620103812,518.13536512002,31.7240009307861,4.67999982833862,27.3160004615784,24.6433331171672,12.064666668574,24.6433331171672,12.064666668574,642,90,26,41.3686310670735,250,89,250,89,0.4123,490.8,1.29999995231628,6,20,1.29999995231628
Dodonaea_megazyga,0,5,W,Perennial,Eudicot,-30.758245955,152.30202725,700,17.23975,15.574749946594249,9.97833353281021,46.66878215023765,417.157057413805,25.2360000610352,3.9580000638961748,21.375999212265,20.0266665617625,10.7503333091736,20.2253334522247,9.843000094095864,1195.5,172,43,43.08723599651945,468.5,146,447,169,0.9925,1575.55,1.0500000119209298,5.5,65.1500015258789,4.049999952316285
Dodonaea_microzyga,0,1.5,W,Perennial,Eudicot,-30.602222,135.45,268,20.2045,19.180583313107448,13.274666666984551,44.990701940562104,607.3239733069445,32.9119987487793,3.53200006484985,29.53999900817875,25.5066663424174,15.1806663672129,26.4373334248861,11.6519999106725,226,29,12,26.29237105747585,75,42,68,50,0.14065,112.3,1.29999995231628,7.80000019073486,23.8999996185303,0.600000023841858
Dodonaea_multijuga,0,1.5,W,Perennial,Eudicot,-34.27335,150.251,373,16.719833333333348,14.3779998819033,9.43299980958303,46.0691853598603,402.8328320068425,24.4160003662109,3.55200004577637,21.0999995470047,18.81900000572205,10.304666519165,19.0273333390554,9.693000078201294,942,114,48,24.7817112685404,304,161.5,277,180,0.8677,1480.1,1,5,59.9000015258789,2.79999995231628
Dodonaea_oxyptera,0,2,W,Perennial,Eudicot,-16.56155,136.65646935,182.5,21.57508333333335,26.5328333377838,13.83483366171515,59.813198762086,347.4464157628185,37.5620002746582,14.0440001487732,23.69399976730345,29.356666723887102,22.4973333676656,30.16433397928875,21.7266667683919,813,215,1,115.116367014817,554.5,8,374,11,0.4099,246.25,1.39999997615814,6.450000047683715,9.650000095367435,0.699999988079071
Dodonaea_pachyneura,0,4,W,Perennial,Eudicot,-25.576400925,117.75828835,513.5,21.88404166666665,22.6822501818339,13.6053335269292,43.7263190669148,635.566314314108,37.3980007171631,5.723999977111815,30.97799944877625,29.2953341801961,22.44899948438005,30.2566665013631,14.5836666027705,264,49.5,3,63.5858003727531,113.5,15,103,63.5,0.1314,73.1,1.29999995231628,7.30000019073486,16.05000019073485,0.600000023841858
Dodonaea_peduncularis,0,2,W,Perennial,Eudicot,-28.9,148.95,321,18.459,18.501000031828852,13.1820000012716,46.8550790820558,567.01180104922,31.8479995727539,3.621999979019165,28.8280005455017,24.662333329518653,12.68233327070875,24.92166662216185,11.57666671276095,632.5,90,26.5,37.8881335272316,243,91,243,94.5,0.39575,398.4,1.29999995231628,6.30000019073486,23,1.79999995231628
Dodonaea_petiolaris,0,2,W,Perennial,Eudicot,-26.96722222,119.9958141,432,21.2751666666667,21.4726665019989,13.614333152771,43.459090247141,627.459671308086,36.1520004272461,5.13199996948242,30.9759998321533,28.2006670633952,20.1593330701192,29.0346666971842,13.3726665973663,274,43,7,48.818101875299,112,26,95,62,0.1457,108.3,1.29999995231628,7.19999980926514,12.6999998092651,0.5
Dodonaea_physocarpa,0,2,W,Perennial,Eudicot,-17.04850854,136.0667,224,21.74125,26.35516649484635,14.3266663948695,60.13476346855415,357.7658633943705,37.6059989929199,13.0440001487732,24.0999984741211,29.18233299255375,22.153333346049,30.2543330192566,21.0553332964579,787.5,208.5,1,114.289338792943,539.5,9,349.5,11,0.3836,209.5,1.39999997615814,6.59999990463257,9.89999961853027,0.699999988079071
Dodonaea_pinifolia,0,1,W,Perennial,Eudicot,-33.35944444,119.42,240,18.4783333333333,16.3933333555857,12.08866639932,51.3043609632931,416.893811639194,27.2119998931885,4.39200019836426,23.1913051605225,12.7106664180756,20.6906668345133,21.2726666132609,11.9246668815613,390,53,15,39.4640475317924,151,52,59,145,0.3267,549,1.20000004768372,6.5,27.2999992370605,1.29999995231628
Dodonaea_pinnata,0,1.5,W,Perennial,Eudicot,-33.577977610000005,151.07452884999998,136,16.84075,16.9732576707999,9.154333134492234,45.5254773111056,390.4181035258985,26.3640003204346,6.65400004386902,20.02399897575375,21.3416668574015,12.8060000737508,21.5513334274292,11.8340001900991,1140,137,54,29.3760585636012,407,184,355,216,0.9493,1185.65,1.10000002384186,5.30000019073486,50.0999984741211,2.79999995231628
