species,clonality
Astelia alpina,1
Astelia australiana,1
Astelia psychrocharis,1
Atalaya angustifolia,0
Atalaya australiana,0
Atalaya calcicola,0
Atalaya hemiglauca,0
Atalaya multiflora,0
Atalaya rigida,0
Atalaya salicifolia,0
Atalaya sericopetala,0
Atalaya variifolia,0
Atherosperma moschatum,0
Athertonia diversifolia,0
Athrotaxis cupressoides,0
Athrotaxis selaginoides,0
Atkinsonia ligustrina,0
Australina pusilla,0
Austrobaileya scandens,0
Austromatthaea elegans,0
Austromuellera trinervia,0
Austromuellera valida,0
Balanophora fungosa,0
Balanops australiana,0
Banksia aculeata,0
Banksia aemula,0
Banksia aquilonia,0
Banksia ashbyi,0
Banksia attenuata,1
Banksia audax,1
Banksia baueri,0
Banksia baxteri,0
Banksia benthamiana,0
Banksia blechnifolia,0
Banksia brownii,0
Banksia burdettii,0
Banksia caleyi,0
Banksia candolleana,1
Banksia canei,0
Banksia chamaephyton,1
Banksia coccinea,0
Banksia conferta,0
Banksia cuneata,0
Banksia dentata,0
Banksia dryandroides,0
Banksia elderiana,1
Banksia elegans,1
Banksia epica,0
Banksia ericifolia,0
Banksia gardneri,1
Banksia goodii,1
Banksia grandis,0
Banksia grossa,1
Banksia hookeriana,0
Banksia ilicifolia,0
Banksia incana,1
Banksia integrifolia,0
Banksia laevigata,0
Banksia lanata,0
Banksia laricina,0
Banksia lemanniana,0
Banksia leptophylla,0
Banksia lindleyana,0
Banksia littoralis,0
Banksia lullfitzii,1
Banksia marginata,1
Banksia media,0
Banksia meisneri,0
Banksia menziesii,1
Banksia micrantha,1
Banksia nutans,0
Banksia oblongifolia,1
Banksia occidentalis,0
Banksia oligantha,0
Banksia oreophila,0
Banksia ornata,0
Banksia paludosa,1
Banksia petiolaris,0
Banksia pilostylis,0
Banksia plagiocarpa,0
Banksia praemorsa,0
Banksia prionotes,0
Banksia pulchella,0
Banksia quercifolia,0
Banksia repens,1
Banksia robur,1
Banksia saxicola,0
Banksia scabrella,0
Banksia sceptrum,0
Banksia seminuda,0
Banksia serrata,0
Banksia solandri,0
Banksia speciosa,0
Banksia sphaerocarpa,1
Banksia spinulosa,0
Banksia telmatiaea,0
Banksia tricuspis,0
Banksia verticillata,0
Banksia victoriae,0
Banksia violacea,0
Barklya syringifolia,0
Batrachium trichophyllum,1
Bauhinia binata,0
Bauhinia carronii,0
Bauhinia cunninghamii,0
Bauhinia gilva,0
Bauhinia hookeri,0
Bauhinia malabarica,0
Baxteria australis,0
Beilschmiedia bancroftii,0
Beilschmiedia brunnea,0
Beilschmiedia castrisinensis,0
Beilschmiedia collina,0
Beilschmiedia elliptica,0
Beilschmiedia obtusifolia,0
Beilschmiedia oligandra,0
Beilschmiedia peninsularis,0
Beilschmiedia recurva,0
Beilschmiedia tooram,0
Beilschmiedia volckii,0
Bellendena montana,0
Benthamina alyxifolia,0
Blancoa canescens,0
Blandfordia cunninghamii,0
Blandfordia grandiflora,0
Blandfordia nobilis,0
Blandfordia punicea,0
Blepharocarya depauperata,0
Blepharocarya involucrigera,0
Boehmeria macrophylla,0
Borya constricta,0
Borya jabirabela,0
Borya laciniata,1
Borya longiscapa,0
Borya mirabilis,0
Borya nitida,0
Borya scirpoidea,1
Borya septentrionalis,0
Borya sphaerocephala,0
Borya subulata,0
Bowenia serrulata,1
Bowenia spectabilis,1
Brasenia schreberi,0
Brucea javanica,0
Bruguiera cylindrica,0
Bruguiera exaristata,0
Bruguiera gymnorhiza,0
Bruguiera parviflora,0
Bruguiera sexangula,0
Brunonia australis,0
Bubbia queenslandiana,0
Bubbia semecarpoides,0
Bubbia whiteana,0
Buchanania arborescens,0
Buchanania mangoides,0
Buchanania obovata,0
Buckinghamia celsissima,0
Buckinghamia ferruginiflora,0
Bulbine alata,0
Bulbine bulbosa,1
Bulbine glauca,1
Bulbine semibarbata,0
Bulbine vagans,0
Burchardia bairdiae,0
Burchardia monantha,0
Burchardia multiflora,0
Burchardia rosea,0
Burchardia umbellata,0
Caesalpinia bonduc,0
Caesalpinia crista,0
Caesalpinia erythrocarpa,0
Caesalpinia hymenocarpa,0
Caesalpinia major,0
Caesalpinia nitens,0
Caesalpinia robusta,0
Caesalpinia scortechinii,0
Caesalpinia subtropica,0
Caesalpinia traceyi,0
Caesia alpina,1
Caesia calliantha,1
Caesia chlorantha,1
Caesia micrantha,1
Caesia occidentalis,1
Caesia parviflora,1
Caesia rigidifolia,1
Caesia setifera,1
Calectasia cyanea,1
Calectasia grandiflora,1
Calectasia intermedia,1
Callitris baileyi,0
Callitris canescens,0
Callitris columellaris,0
Callitris drummondii,0
Callitris endlicheri,0
Callitris glaucophylla,0
Callitris gracilis,0
Callitris intratropica,0
Callitris macleayana,0
Callitris monticola,0
Callitris muelleri,0
Callitris oblonga,0
Callitris preissii,0
Callitris rhomboidea,0
Callitris roei,0
Callitris tuberculata,0
Callitris verrucosa,0
Calostemma luteum,1
Calostemma purpureum,1
Campynema lineare,0
Cananga odorata,0
Canarium australasicum,0
Canarium australianum,0
Canarium muelleri,0
Canarium vitiense,0
Cansjera leptostachya,0
Carallia brachiata,0
Cardiopteris moluccana,0
Cardwellia sublimis,0
Carnarvonia araliifolia,0
Carronia multisepalea,0
Carronia pedicellata,0
Carronia protensa,0
Cassia brewsteri,0
Cassia queenslandica,0
Cassine australis,0
Cassine melanocarpa,0
Cassytha aurea,0
Cassytha candida,0
Cassytha capillaris,0
Cassytha filiformis,0
Cassytha flava,0
Cassytha flindersii,0
Cassytha glabella,0
Cassytha melantha,0
Cassytha micrantha,0
Cassytha muelleri,0
Cassytha nodiflora,0
Cassytha paniculata,0
Cassytha pedicellosa,0
Cassytha peninsularis,0
Cassytha phaeolasia,0
Cassytha pomiformis,0
Cassytha pubescens,0
Cassytha racemosa,0
Cassytha rufa,0
Castanospora alphandi,0
Casuarina cristata,1
Casuarina cunninghamiana,0
Casuarina equisetifolia,0
Casuarina glauca,1
Casuarina obesa,1
Casuarina pauper,1
Catalepidia heyana,0
Cecarria obtusifolia,0
Celastrus australis,0
Celastrus subspicata,0
Celtis paniculata,0
Celtis philippensis,0
Cenarrhenes nitida,0
Ceratophyllum demersum,0
Ceriops decandra,0
Ceriops tagal,0
Chamaecrista biddulphiana,1
Chamaecrista concinna,1
Chamaecrista deserti,1
Chamaecrista exigua,1
Chamaecrista grisea,1
Chamaecrista longipes,1
Chamaecrista maritima,1
Chamaecrista mimosoides,0
Chamaecrista moorei,1
Chamaecrista nomame,0
Chamaecrista symonii,0
Chamaescilla corymbosa,1
Chamaescilla spiralis,1
Chamaexeros fimbriata,0
Chamaexeros macranthera,0
Chamaexeros serra,0
Chlorophytum laxum,1
Choretrum candollei,0
Choretrum glomeratum,0
Choretrum lateriflorum,0
Choretrum pauciflorum,0
Choretrum pritzelii,0
Choretrum spicatum,0
Cinnamomum baileyanum,0
Cinnamomum laubatii,0
Cinnamomum oliveri,0
Cinnamomum propinquum,0
Cinnamomum virens,0
Citronella moorei,0
Citronella smythii,0
Clematis aristata,0
Clematis clitorioides,0
Clematis decipiens,0
Clematis delicata,0
Clematis fawcettii,0
Clematis gentianoides,1
Clematis glycinoides,0
Clematis leptophylla,0
Clematis linearifolia,0
Clematis microphylla,0
Clematis pickeringii,0
Clematis pubescens,0
Combretum trifoliatum,0
Conospermum acerosum,0
Conospermum amoenum,0
Conospermum boreale,0
Conospermum brachyphyllum,0
Conospermum bracteosum,0
Conospermum brownii,0
Conospermum burgessiorum,0
Conospermum caeruleum,0
Conospermum canaliculatum,0
Conospermum capitatum,0
Conospermum cinereum,0
Conospermum coerulescens,0
Conospermum crassinervium,1
Conospermum croniniae,0
Conospermum densiflorum,0
Conospermum distichum,0
Conospermum eatoniae,0
Conospermum ellipticum,0
Conospermum elongatum,0
Conospermum ephedroides,1
Conospermum ericifolium,0
Conospermum filifolium,0
Conospermum flexuosum,0
Conospermum floribundum,0
Conospermum galeatum,0
Conospermum glumaceum,0
Conospermum hookeri,0
Conospermum huegelii,1
Conospermum incurvum,0
Conospermum leianthum,0
Conospermum longifolium,0
Conospermum microflorum,0
Conospermum mitchellii,0
Conospermum multispicatum,0
Conospermum nervosum,0
Conospermum paniculatum,0
Conospermum patens,0
Conospermum petiolare,1
Conospermum polycephalum,0
Conospermum quadripetalum,0
Conospermum scaposum,1
Conospermum sigmoideum,0
Conospermum spectabile,0
Conospermum sphacelatum,0
Conospermum stoechadis,0
Conospermum taxifolium,0
Conospermum tenuifolium,0
Conospermum teretifolium,0
Conospermum toddii,0
Conospermum triplinervium,0
Conospermum undulatum,0
Conospermum unilaterale,0
Conospermum wycherleyi,1
Conostylis aculeata,1
Conostylis albescens,0
Conostylis androstemma,0
Conostylis angustifolia,0
Conostylis argentea,0
Conostylis aurea,0
Conostylis bealiana,0
Conostylis bracteata,0
Conostylis breviscapa,0
Conostylis candicans,1
Conostylis canteriata,0
Conostylis caricina,0
Conostylis crassinerva,0
Conostylis deplexa,0
Conostylis dielsii,1
Conostylis drummondii,0
Conostylis festucacea,1
Conostylis hiemalis,0
Conostylis juncea,1
Conostylis latens,0
Conostylis laxiflora,0
Conostylis lepidospermoides,1
Conostylis micrantha,0
Conostylis misera,1
Conostylis neocymosa,0
Conostylis pauciflora,1
Conostylis petrophiloides,0
Conostylis phathyrantha,0
Conostylis prolifera,1
Conostylis pusilla,0
Conostylis resinosa,0
Conostylis robusta,0
Conostylis rogeri,0
Conostylis seminuda,0
Conostylis seorsiflora,1
Conostylis serrulata,1
Conostylis setigera,0
Conostylis setosa,0
Conostylis stylidioides,1
Conostylis teretifolia,0
Conostylis teretiuscula,0
Conostylis tomentosa,0
Conostylis vaginata,0
Conostylis villosa,0
Conostylis wonganensis,0
Coopernookia barbata,0
Coopernookia chisholmii,0
Coopernookia georgei,0
Coopernookia polygalacea,0
Coopernookia scabridiuscula,0
Coopernookia strophiolata,0
Cordyline cannifolia,0
Cordyline congesta,0
Cordyline fruticosa,0
Cordyline manners-suttoniae,0
Cordyline murchisoniae,0
Cordyline petiolaris,0
Cordyline rubra,0
Cordyline stricta,0
Corynocarpus cribbianus,0
Corynocarpus rupestris,0
Corynotheca asperata,1
Corynotheca flexuosissima,1
Corynotheca lateriflora,1
Corynotheca licrota,1
Corynotheca micrantha,1
Corynotheca pungens,0
Cossinia australiana,0
Costus potierae,0
Crinum angustifolium,0
Crinum flaccidum,0
Crinum pedunculatum,0
Crinum uniflorum,0
Crinum venosum,0
Crudia papuana,0
Cryptocarya angulata,0
Cryptocarya bamagana,0
Cryptocarya bellendenkerana,0
Cryptocarya bidwillii,0
Cryptocarya brassii,0
Cryptocarya burckiana,0
Cryptocarya clarksoniana,0
Cryptocarya claudiana,0
Cryptocarya cocosoides,0
Cryptocarya corrugata,0
Cryptocarya cunninghamii,0
Cryptocarya densiflora,0
Cryptocarya dorrigoensis,0
Cryptocarya endiandrifolia,0
Cryptocarya erythroxylon,0
Cryptocarya exfoliata,0
Cryptocarya floydii,0
Cryptocarya foetida,0
Cryptocarya foveolata,0
Cryptocarya glaucescens,0
Cryptocarya glaucocarpa,0
Cryptocarya grandis,0
Cryptocarya hypospodia,0
Cryptocarya laevigata,0
Cryptocarya leucophylla,0
Cryptocarya lividula,0
Cryptocarya macdonaldii,0
Cryptocarya mackinnoniana,0
Cryptocarya meisneriana,0
Cryptocarya melanocarpa,0
Cryptocarya microneura,0
Cryptocarya murrayi,0
Cryptocarya nova-anglica,0
Cryptocarya oblata,0
Cryptocarya obovata,0
Cryptocarya onoprienkoana,0
Cryptocarya pleurosperma,0
Cryptocarya putida,0
Cryptocarya rhodosperma,0
Cryptocarya rigida,0
Cryptocarya saccharata,0
Cryptocarya sclerophylla,0
Cryptocarya smaragdina,0
Cryptocarya triplinervis,0
Cryptocarya vulgaris,0
Cryptocarya whiffiniana,0
Cryptocarya williwilliana,0
Cupaniopsis anacardioides,0
Cupaniopsis dallachyi,0
Cupaniopsis flagelliformis,0
Cupaniopsis fleckeri,0
Cupaniopsis foveolata,0
Cupaniopsis newmanii,0
Cupaniopsis parvifolia,0
Cupaniopsis serrata,0
Cupaniopsis shirleyana,0
Cupaniopsis tomentella,0
Cupaniopsis wadsworthii,0
Curculigo ensifolia,1
Curcuma australasica,1
Cyathostemma glabrum,0
Cyathostemma micranthum,0
Cycas angulata,0
Cycas arenicola,0
Cycas armstrongii,0
Cycas arnhemica,0
Cycas badensis,0
Cycas basaltica,0
Cycas brunnea,0
Cycas cairnsiana,0
Cycas calcicola,0
Cycas canalis,0
Cycas conferta,0
Cycas couttsiana,0
Cycas desolata,0
Cycas furfuracea,0
Cycas lane-poolei,0
Cycas maconochiei,0
Cycas media,0
Cycas megacarpa,0
Cycas ophiolitica,0
Cycas orientis,0
Cycas platyphylla,0
Cycas pruinosa,0
Cycas semota,0
Cycas silvestris,0
Cycas tuckeri,0
Cycas xipholepis,0
Cycas yorkiana,0
Cynometra iripa,0
Dactyliophora novaeguineae,0
Dampiera adpressa,0
Dampiera alata,0
Dampiera altissima,0
Dampiera angulata,0
Dampiera atriplicina,0
Dampiera candicans,0
Dampiera carinata,0
Dampiera cinerea,0
Dampiera conospermoides,0
Dampiera coronata,0
Dampiera decurrens,0
Dampiera deltoidea,0
Dampiera dentata,0
Dampiera discolor,0
Dampiera diversifolia,0
Dampiera dysantha,0
Dampiera eriantha,0
Dampiera eriocephala,0
Dampiera fasciculata,0
Dampiera ferruginea,0
Dampiera fitzgeraldensis,0
Dampiera fusca,0
Dampiera galbraithiana,0
Dampiera glabrescens,0
Dampiera haematotricha,0
Dampiera hederacea,0
Dampiera heteroptera,0
Dampiera incana,0
Dampiera juncea,0
Dampiera krauseana,0
Dampiera lanceolata,0
Dampiera latealata,0
Dampiera lavandulacea,0
Dampiera leptoclada,0
Dampiera lindleyi,0
Dampiera linearis,0
Dampiera loranthifolia,0
Dampiera luteiflora,0
Dampiera marifolia,0
Dampiera obliqua,0
Dampiera oligophylla,0
Dampiera orchardii,0
Dampiera parvifolia,0
Dampiera pedunculata,0
Dampiera plumosa,0
Dampiera purpurea,0
Dampiera ramosa,0
Dampiera rosmarinifolia,0
Dampiera roycei,0
Dampiera sacculata,0
Dampiera salahae,0
Dampiera scaevolina,0
Dampiera scottiana,0
Dampiera sericantha,0
Dampiera spicigera,0
Dampiera stenophylla,0
Dampiera stenostachya,0
Dampiera stricta,0
Dampiera sylvestris,0
Dampiera tenuicaulis,0
Dampiera tephrea,0
Dampiera teres,0
Dampiera tomentosa,0
Dampiera trigona,0
Dampiera triloba,0
Dampiera wellsiana,0
Dansiea elliptica,0
Dansiea grandiflora,0
Daphnandra apatela,0
Daphnandra johnsonii,0
Daphnandra melasmena,0
Daphnandra micrantha,0
Daphnandra repandula,0
Daphnandra tenuipes,0
Darlingia darlingiana,0
Darlingia ferruginea,0
Dasypogon bromeliifolius,0
Dasypogon hookeri,1
Dasypogon obliquifolius,0
Decaisnina biangulata,0
Decaisnina brittenii,0
Decaisnina congesta,0
Decaisnina hollrungii,0
Decaisnina petiolata,0
Decaisnina signata,0
Dendrocnide corallodesme,0
Dendrocnide cordata,0
Dendrocnide excelsa,0
Dendrocnide moroides,0
Dendrocnide photinophylla,0
Dendromyza reinwardtiana,0
Dendrophthoe acacioides,0
Dendrophthoe falcata,0
Dendrophthoe glabrescens,0
Dendrophthoe homoplastica,0
Dendrophthoe odontocalyx,0
Dendrophthoe vitellina,0
Dendrotrophe varians,0
Denhamia celastroides,0
Denhamia moorei,0
Denhamia obscura,0
Denhamia oleaster,0
Denhamia parvifolia,0
Denhamia pittosporoides,0
Denhamia viridissima,0
Desmos goezeanus,0
Desmos polycarpus,0
Desmos wardianus,0
Dianella atraxis,0
Dianella bambusifolia,0
Dianella brevipedunculata,0
Dianella caerulea,1
Dianella congesta,1
Dianella crinoides,0
Dianella incollata,0
Dianella longifolia,1
Dianella nervosa,0
Dianella odorata,0
Dianella pavopennacea,0
Dianella prunina,0
Dianella rara,1
Dianella revoluta,1
Dianella tasmanica,0
Diaspasis filifolia,0
Dichapetalum papuanum,0
Dichopogon capillipes,1
Dichopogon fimbriatus,1
Dichopogon preissii,1
Dichopogon strictus,1
Dichopogon tyleri,1
Dichrostachys spicata,0
Dictyoneura microcarpa,0
Dimocarpus australianus,0
Dimocarpus leichhardtii,0
Dioscorea bulbifera,1
Dioscorea hastifolia,1
Dioscorea transversa,1
Diplarrena latifolia,0
Diplarrena moraea,0
Diplatia furcata,0
Diplatia grandibractea,0
Diplatia tomentosa,0
Diploglottis bracteata,0
Diploglottis campbellii,0
Diploglottis cunninghamii,0
Diploglottis diphyllostegia,0
Diploglottis harpullioides,0
Diploglottis macrantha,0
Diploglottis pedleyi,0
Diploglottis smithii,0
Diplopeltis eriocarpa,1
Diplopeltis huegelii,1
Diplopeltis intermedia,1
Diplopeltis petiolaris,1
Diplopeltis stuartii,0
Diselma archeri,0
Distichostemon arnhemicus,0
Distichostemon barklyanus,0
Distichostemon dodecandrus,0
Distichostemon filamentosus,0
Distichostemon hispidulus,0
Distichostemon malvaceus,0
Dodonaea adenophora,0
Dodonaea amblyophylla,0
Dodonaea aptera,0
Dodonaea baueri,0
Dodonaea boroniifolia,0
Dodonaea bursariifolia,0
Dodonaea caespitosa,0
Dodonaea camfieldii,0
Dodonaea ceratocarpa,0
Dodonaea concinna,0
Dodonaea coriacea,0
Dodonaea divaricata,0
Dodonaea ericoides,0
Dodonaea falcata,0
Dodonaea filifolia,0
Dodonaea filiformis,0
Dodonaea glandulosa,0
Dodonaea hackettiana,0
Dodonaea heteromorpha,0
Dodonaea hexandra,0
Dodonaea hirsuta,0
Dodonaea humifusa,0
Dodonaea humilis,0
Dodonaea inaequifolia,0
Dodonaea intricata,0
Dodonaea lanceolata,0
Dodonaea larreoides,0
Dodonaea lobulata,0
Dodonaea macrossanii,0
Dodonaea megazyga,0
Dodonaea microzyga,0
Dodonaea multijuga,0
Dodonaea oxyptera,0
Dodonaea pachyneura,0
Dodonaea peduncularis,0
Dodonaea petiolaris,0
Dodonaea physocarpa,0
Dodonaea pinifolia,0
Dodonaea pinnata,0
Dodonaea platyptera,0
Dodonaea polyandra,0
Dodonaea polyzyga,0
Dodonaea procumbens,0
Dodonaea ptarmicaefolia,0
Dodonaea rhombifolia,0
Dodonaea rigida,0
Dodonaea rupicola,0
Dodonaea serratifolia,0
Dodonaea sinuolata,0
Dodonaea stenophylla,0
Dodonaea stenozyga,0
Dodonaea subglandulifera,0
Dodonaea tenuifolia,0
Dodonaea tepperi,0
Dodonaea triangularis,0
Dodonaea trifida,0
Dodonaea triquetra,0
Dodonaea truncatiales,0
Dodonaea uncinata,0
Dodonaea vestita,0
Dodonaea viscosa,0
Doryanthes excelsa,0
Doryanthes palmeri,0
Doryphora aromatica,0
Doryphora sassafras,0
Dryadodaphne trachyphloia,0
Dryandra acanthopoda,0
Dryandra anatona,0
Dryandra arborea,0
Dryandra arctotidis,1
Dryandra armata,0
Dryandra aurantia,1
Dryandra baxteri,0
Dryandra bipinnatifida,1
Dryandra blechnifolia,1
Dryandra borealis,0
Dryandra brownii,0
Dryandra calophylla,1
Dryandra carlinoides,0
Dryandra catoglypta,0
Dryandra cirsioides,0
Dryandra columnaris,0
Dryandra comosa,0
Dryandra concinna,0
Dryandra conferta,0
Dryandra corvijuga,0
Dryandra cuneata,0
Dryandra cynaroides,0
Dryandra cypholoba,1
Dryandra drummondii,0
Dryandra echinata,0
Dryandra epimicta,0
Dryandra erythrocephala,0
Dryandra falcata,0
Dryandra fasciculata,0
Dryandra ferruginea,0
Dryandra fililoba,0
Dryandra foliolata,0
Dryandra foliosissima,0
Dryandra formosa,0
Dryandra fraseri,0
Dryandra fuscobractea,0
Dryandra glauca,0
Dryandra hewardiana,0
Dryandra hirsuta,0
Dryandra horrida,0
Dryandra idiogenes,1
Dryandra insulanemorecincta,0
Dryandra ionthocarpa,1
Dryandra kippistiana,0
Dryandra lepidorhiza,1
Dryandra lindleyana,1
Dryandra longifolia,0
Dryandra meganotia,0
Dryandra mimica,1
Dryandra montana,0
Dryandra mucronulata,0
Dryandra nana,1
Dryandra nervosa,1
Dryandra nivea,0
Dryandra nobilis,0
Dryandra obtusa,1
Dryandra octotriginta,0
Dryandra pallida,0
Dryandra platycarpa,0
Dryandra plumosa,0
Dryandra polycephala,0
Dryandra porrecta,1
Dryandra praemorsa,0
Dryandra preissii,0
Dryandra proteoides,0
Dryandra pseudoplumosa,0
Dryandra pteridifolia,1
Dryandra pulchella,0
Dryandra purdieana,0
Dryandra quercifolia,0
Dryandra rufistylis,0
Dryandra sclerophylla,0
Dryandra seneciifolia,0
Dryandra serra,0
Dryandra serratuloides,0
Dryandra sessilis,0
Dryandra shanklandiorum,0
Dryandra shuttleworthiana,0
Dryandra speciosa,0
Dryandra squarrosa,0
Dryandra stenoprion,1
Dryandra stricta,0
Dryandra stuposa,0
Dryandra subpinnatifida,0
Dryandra subulata,0
Dryandra tenuifolia,1
Dryandra tortifolia,1
Dryandra tridentata,0
Dryandra trifontinalis,0
Dryandra vestita,0
Dryandra viscida,0
Dryandra wonganensis,0
Dryandra xylothemelia,1
Drymophila cyanocarpa,0
Drymophila moorei,0
Echinostephia aculeata,1
Eidothea zoexylocarya,0
Elaeagnus triflora,0
Elatostema reticulatum,0
Elatostema stipitatum,0
Elattostachys megalantha,0
Elattostachys microcarpa,0
Elattostachys nervosa,0
Elattostachys xylocarpa,0
Endiandra acuminata,0
Endiandra anthropophagorum,0
Endiandra bellendenkerana,0
Endiandra bessaphila,0
Endiandra collinsii,0
Endiandra compressa,0
Endiandra cooperana,0
Endiandra cowleyana,0
Endiandra crassiflora,0
Endiandra dichrophylla,0
Endiandra dielsiana,0
Endiandra discolor,0
Endiandra floydii,0
Endiandra glauca,0
Endiandra globosa,0
Endiandra grayi,0
Endiandra hayesii,0
Endiandra hypotephra,0
Endiandra impressicosta,0
Endiandra insignis,0
Endiandra introrsa,0
Endiandra jonesii,0
Endiandra leptodendron,0
Endiandra limnophila,0
Endiandra longipedicellata,0
Endiandra microneura,0
Endiandra monothyra,0
Endiandra montana,0
Endiandra muelleri,0
Endiandra palmerstonii,0
Endiandra phaeocarpa,0
Endiandra pubens,0
Endiandra sankeyana,0
Endiandra sideroxylon,0
Endiandra sieberi,0
Endiandra virens,0
Endiandra wolfei,0
Endiandra xanthocarpa,0
Endressia wardellii,0
Entada phaseoloides,0
Entada rheedii,0
Epilobium billardierianum,1
Epilobium curtisiae,1
Epilobium fugitivum,1
Epilobium gunnianum,1
Epilobium hirtigerum,1
Epilobium pallidiflorum,1
Epilobium perpusillum,1
Epilobium sarmentaceum,1
Epilobium tasmanicum,1
Epilobium willisii,1
Erythrophleum chlorostachys,0
Etlingera australasica,0
Euonymus australiana,0
Euonymus globularis,0
Eupomatia barbata,1
Eupomatia bennettii,1
Eupomatia laurina,0
Euroschinus falcata,0
Eustrephus latifolius,0
Exocarpos aphyllus,0
Exocarpos cupressiformis,0
Exocarpos humifusus,0
Exocarpos latifolius,0
Exocarpos nanus,0
Exocarpos odoratus,0
Exocarpos sparteus,0
Exocarpos strictus,0
Exocarpos syrticola,0
Fatoua pilosa,0
Ficus adenosperma,0
Ficus baileyana,0
Ficus copiosa,0
Ficus coronata,0
Ficus coronulata,0
Ficus crassipes,0
Ficus destruens,0
Ficus drupacea,0
Ficus fraseri,0
Ficus leptoclada,0
Ficus leucotricha,0
Ficus microcarpa,1
Ficus nodosa,0
Ficus obliqua,0
Ficus opposita,0
Ficus platypoda,0
Ficus pleurocarpa,0
Ficus podocarpifolia,0
Ficus rubiginosa,0
Ficus scobina,0
Ficus septica,0
Ficus subpuberula,0
Ficus triradiata,0
Ficus virens,1
Ficus watkinsiana,0
Fitzalania bidwillii,0
Fitzalania heteropetala,0
Floydia praealta,0
Franklandia fucifolia,0
Franklandia triaristata,0
Galbulimima baccata,0
Ganophyllum falcatum,0
Geitonoplesium cymosum,0
Gevuina bleasdalei,0
Glischrocaryon aureum,0
Glischrocaryon behrii,0
Glischrocaryon flavescens,0
Glischrocaryon roei,0
Globba marantina,1
Gomphandra australiana,0
Goniothalamus australis,0
Gonocarpus acanthocarpus,0
Gonocarpus benthamii,0
Gonocarpus chinensis,0
Gonocarpus confertifolius,0
Gonocarpus cordiger,0
Gonocarpus diffusus,0
Gonocarpus effusus,0
Gonocarpus elatus,0
Gonocarpus ephemerus,1
Gonocarpus eremophilus,0
Gonocarpus ericifolius,0
Gonocarpus hexandrus,0
Gonocarpus hispidus,0
Gonocarpus humilis,0
Gonocarpus implexus,0
Gonocarpus intricatus,0
Gonocarpus leptothecus,0
Gonocarpus longifolius,0
Gonocarpus mezianus,0
Gonocarpus micranthus,0
Gonocarpus montanus,0
Gonocarpus nodulosus,0
Gonocarpus oreophilus,0
Gonocarpus paniculatus,0
Gonocarpus pithyoides,0
Gonocarpus pusillus,0
Gonocarpus pycnostachyus,0
Gonocarpus rudis,0
Gonocarpus salsoloides,0
Gonocarpus scordioides,0
Gonocarpus serpyllifolius,0
Gonocarpus simplex,0
Gonocarpus tetragynus,0
Gonocarpus teucrioides,0
Gonocarpus trichostachyus,0
Gonocarpus urceolatus,0
Goodenia affinis,0
Goodenia albiflora,0
Goodenia amplexans,0
Goodenia anfracta,0
Goodenia angustifolia,0
Goodenia arachnoidea,0
Goodenia arenicola,1
Goodenia argillacea,0
Goodenia armitiana,0
Goodenia armstrongiana,0
Goodenia arthrotricha,0
Goodenia azurea,0
Goodenia bellidifolia,0
Goodenia benthamiana,0
Goodenia berardiana,0
Goodenia berringbinensis,0
Goodenia bicolor,0
Goodenia blackiana,1
Goodenia brachypoda,0
Goodenia brunnea,0
Goodenia byrnesii,0
Goodenia caerulea,0
Goodenia calcarata,0
Goodenia campestris,0
Goodenia centralis,0
Goodenia chambersii,0
Goodenia chthonocephalata,0
Goodenia cirrifica,0
Goodenia claytoniacea,0
Goodenia concinna,0
Goodenia convexa,0
Goodenia coronopifolia,0
Goodenia corynocarpa,0
Goodenia cusackiana,0
Goodenia cycloptera,0
Goodenia decurrens,0
Goodenia decursiva,0
Goodenia delicata,0
Goodenia dimorpha,0
Goodenia disperma,0
Goodenia drummondii,0
Goodenia durackiana,0
Goodenia dyeri,0
Goodenia eatoniana,0
Goodenia elderi,0
Goodenia elongata,0
Goodenia eremophila,0
Goodenia fascicularis,0
Goodenia fasciculata,0
Goodenia faucium,0
Goodenia filiformis,0
Goodenia fordiana,0
Goodenia forrestii,0
Goodenia geniculata,1
Goodenia gibbosa,1
Goodenia glabra,0
Goodenia glandulosa,0
Goodenia glareicola,0
Goodenia glauca,0
Goodenia gloeophylla,0
Goodenia glomerata,0
Goodenia goodeniacea,0
Goodenia gracilis,0
Goodenia grandiflora,0
Goodenia hassallii,0
Goodenia havilandii,0
Goodenia hederacea,0
Goodenia helmsii,0
Goodenia heppleana,0
Goodenia heterochila,0
Goodenia heteromera,1
Goodenia heterophylla,0
Goodenia heteroptera,0
Goodenia hirsuta,0
Goodenia hispida,0
Goodenia holtzeana,0
Goodenia humilis,0
Goodenia incana,0
Goodenia integerrima,0
Goodenia iyouta,0
Goodenia janamba,0
Goodenia kakadu,1
Goodenia kingiana,0
Goodenia krauseana,0
Goodenia laevis,0
Goodenia lamprosperma,0
Goodenia lanata,0
Goodenia larapinta,0
Goodenia leiosperma,0
Goodenia leptoclada,0
Goodenia lineata,0
Goodenia lobata,0
Goodenia lunata,0
Goodenia lyrata,0
Goodenia macbarronii,0
Goodenia macmillanii,0
Goodenia macroplectra,0
Goodenia maideniana,0
Goodenia malvina,0
Goodenia megasepala,0
Goodenia micrantha,0
Goodenia microptera,0
Goodenia mimuloides,0
Goodenia minutiflora,0
Goodenia modesta,0
Goodenia mueckeana,0
Goodenia muelleriana,0
